timestamp,sweep_index,smu_voltage_V,Vdc_pv_median_V,Vdc_pv_mean_V,Idc_pv_median_A,frequency_points_recorded,C_final_median_F,C_final_mean_F,C_final_std_F,filter_used_points,filter_candidate_points,filter_outlier_points,filter_frequency_min_Hz,filter_frequency_max_Hz
2026-05-20T10:07:36,1,10.1,0.0231555417,0.022041320533333335,1.839,15,1.466665329711048e-06,1.466412791308876e-06,1.827526698730804e-08,6,12,6,662.3090902757342,10000.0
2026-05-20T10:08:39,2,10.2,0.120354572,0.12129864313333334,1.836,15,1.6380879518987905e-06,1.6342637506597666e-06,4.353215800356743e-08,9,14,5,14.809681479725866,10000.0
2026-05-20T10:09:42,3,10.3,0.22963674,0.22801714226666667,1.835,15,1.90962140795696e-06,1.8820002455845985e-06,1.2144479212098444e-07,11,13,2,43.86533310618707,10000.0
2026-05-20T10:10:45,4,10.4,0.326771284,0.32741402000000003,1.831,15,4.645955202974201e-06,4.656559319050484e-06,4.9880831693656666e-08,6,13,7,129.92632226094094,5810.481772840162
2026-05-20T10:11:47,5,10.5,0.417025814,0.4174348953333333,1.822,15,6.869281445471694e-05,6.897948100834389e-05,2.7893027599199456e-06,11,15,4,25.487871847306213,5810.481772840162
2026-05-20T10:12:50,6,10.6,0.477580675,0.4774382289333333,1.785,15,0.0004986386691695542,0.0004986569663741467,7.545640573884033e-06,10,14,4,25.487871847306213,3376.1698432507756
2026-05-20T10:13:53,7,10.7,0.510607142,0.5103681353333334,1.718,15,0.0011769211767254741,0.0011794794378194775,7.2945941977708004e-06,10,14,4,14.809681479725866,1961.717333622126
2026-05-20T10:14:55,8,10.8,0.531246471,0.5311074142666666,1.646,15,0.001822570672238395,0.0018195453480644014,1.0565688511784318e-05,8,14,6,43.86533310618707,1961.717333622126
2026-05-20T10:15:58,9,10.9,0.545062376,0.5449231305333334,1.558,15,0.0023339277111506873,0.002307236386900774,6.931707298520633e-05,10,14,4,14.809681479725866,1961.717333622126
2026-05-20T10:17:01,10,11.0,0.55562335,0.5555054538666667,1.478,15,0.0028151554411616816,0.0028167716419603603,4.7040767847998777e-05,8,14,6,25.487871847306213,1961.717333622126
2026-05-20T10:18:03,11,11.1,0.564110316,0.5641020822,1.388,15,0.0032110149632797015,0.0032184706021495444,3.294861335104212e-05,6,13,7,75.49345273093543,1139.8522810475968
2026-05-20T10:19:06,12,11.2,0.571297729,0.5712477623333334,1.302,15,0.0035576219398308013,0.003550454387072433,5.1648272445684615e-05,8,14,6,14.809681479725866,1139.8522810475968
2026-05-20T10:20:09,13,11.3,0.577355025,0.5773855926666667,1.208,15,0.003817764514073296,0.003821362904118809,3.306330107100144e-05,6,13,7,43.86533310618707,1139.8522810475968
2026-05-20T10:21:12,14,11.4,0.58258131,0.5826456224666666,1.122,15,0.004109634981272164,0.004115740388837648,3.7750952424587733e-05,6,13,7,75.49345273093543,1139.8522810475968
2026-05-20T10:22:14,15,11.5,0.587088862,0.5871467977333332,1.033,15,0.004310644848160523,0.004317418614841722,8.687199271646165e-05,6,14,8,75.49345273093543,1139.8522810475968
2026-05-20T10:23:17,16,11.6,0.591191914,0.5912075542666667,0.944,15,0.004554778507478399,0.004519496674078974,0.00024376353487368297,10,13,3,14.809681479725866,1961.717333622126
2026-05-20T10:24:20,17,11.7,0.595009155,0.5950308989333333,0.851,15,0.004645242298393958,0.004663215979100047,0.00014523990465347723,8,11,3,25.487871847306213,1139.8522810475968
2026-05-20T10:25:22,18,11.8,0.598328568,0.5983051553333334,0.765,15,0.004809378211013597,0.004802580235220115,0.00010181443898215808,8,13,5,14.809681479725866,1139.8522810475968
2026-05-20T10:26:25,19,11.9,0.601633212,0.6015989190000001,0.672,15,0.004864139610285408,0.004887306714272815,0.00012258696973014777,6,13,7,75.49345273093543,1139.8522810475968
2026-05-20T10:27:28,20,12.0,0.604547372,0.6045456195333333,0.574,15,0.004905355032574173,0.004823437366970561,0.00031007611473321897,7,13,6,25.487871847306213,1139.8522810475968
2026-05-20T10:28:30,21,12.1,0.607334668,0.6073288909333333,0.485,15,0.005054429446128749,0.0050775834494156714,0.00013903534535914878,6,13,7,75.49345273093543,1139.8522810475968
2026-05-20T10:29:33,22,12.2,0.609910204,0.6099451479333333,0.396,15,0.005197001287031502,0.005147932503203999,0.00018148685872122403,6,13,7,75.49345273093543,1139.8522810475968
