timestamp,operating_point_mode,point_index,measurement_attempt,outlier_retries_before_acceptance,is_rejected_Z_real_outlier,operating_point_smu_voltage_V,operating_point_reference_Vdc_pv_V,operating_point_reference_Idc_pv_A,operating_point_reference_Pdc_pv_W,mpp_smu_voltage_V,mpp_search_Vdc_pv_V,mpp_search_Idc_pv_A,mpp_search_Pdc_pv_W,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,Z_phase_deg
2026-05-29T11:53:51,MANUAL_SMU_VOLTAGE,1,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.230555615,-0.296,-0.296,-0.06824446204,5.000000000000001,0.002857,-175.4,0.002857,-175.4,0.004131,-175.58,0.004131,-175.58,0.6915966839219824,0.0021727222094307078,0.691600096828855,0.18000000000000682
2026-05-29T11:53:55,MANUAL_SMU_VOLTAGE,2,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.231177298,-0.295,-0.295,-0.06819730291,8.60513842995157,0.002983,-179.7,0.002983,-179.7,0.004135,-177.25,0.004135,-177.25,0.7207432305648498,-0.030838186782818057,0.7214026602176542,-2.4499999999999886
2026-05-29T11:53:59,MANUAL_SMU_VOLTAGE,3,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.22902315,-0.302,-0.302,-0.0691649913,14.809681479725866,0.002834,-178.33,0.002834,-178.33,0.004139,-178.05,0.004139,-178.05,0.6846982747681217,-0.003346093634864847,0.6847064508335347,-0.28000000000000114
2026-05-29T11:54:03,MANUAL_SMU_VOLTAGE,4,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.233220819,-0.302,-0.302,-0.070432687338,25.487871847306213,0.002839,-178.62,0.002839,-178.62,0.00414,-178.69,0.00414,-178.69,0.6857482804875772,0.0008377999902483095,0.6857487922705314,0.06999999999999318
2026-05-29T11:54:07,MANUAL_SMU_VOLTAGE,5,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.231612465,-0.304,-0.304,-0.07041018936,43.86533310618707,0.00284,-178.61,0.00284,-178.61,0.004137,-178.98,0.004137,-178.98,0.6864734791367217,0.004433113925860253,0.6864877930867779,0.3699999999999761
2026-05-29T11:54:11,MANUAL_SMU_VOLTAGE,6,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.23128705,-0.307,-0.307,-0.07100512434999999,75.49345273093543,0.002832,-179.11,0.002832,-179.11,0.004139,-179.3,0.004139,-179.3,0.684219480237461,0.0022689660369652276,0.684223242329065,0.18999999999999773
2026-05-29T11:54:16,MANUAL_SMU_VOLTAGE,7,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.2306039,-0.299,-0.299,-0.0689505661,129.92632226094094,0.002832,-178.71,0.002832,-178.71,0.004135,-179.32,0.004135,-179.32,0.6848463121032892,0.007291497534616646,0.6848851269649335,0.6099999999999852
2026-05-29T11:54:20,MANUAL_SMU_VOLTAGE,8,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.230930127,-0.299,-0.299,-0.069048107973,223.60679774997897,0.002844,-178.29,0.002844,-178.29,0.004118,-179.43,0.004118,-179.43,0.6904898193480904,0.013740318935002995,0.690626517727052,1.1400000000000148
2026-05-29T11:54:24,MANUAL_SMU_VOLTAGE,9,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.23098391,-0.296,-0.296,-0.06837123735999999,384.8334897033504,0.002858,-177.81,0.002858,-177.81,0.004116,-179.3,0.004116,-179.3,0.6941286804475845,0.01805516835719439,0.6943634596695821,1.490000000000009
2026-05-29T11:54:28,MANUAL_SMU_VOLTAGE,10,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.23107644,-0.308,-0.308,-0.07117154351999999,662.3090902757342,0.002885,-177.44,0.002885,-177.44,0.004142,-178.95,0.004142,-178.95,0.6962815446198668,0.018354381858599916,0.696523418638339,1.509999999999991
2026-05-29T11:54:32,MANUAL_SMU_VOLTAGE,11,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.231132422,-0.308,-0.308,-0.071188785976,1139.8522810475968,0.002917,-177.27,0.002917,-177.27,0.004189,-179.74,0.004189,-179.74,0.6957006169509224,0.030009990840654713,0.6963475769873478,2.469999999999999
2026-05-29T11:54:36,MANUAL_SMU_VOLTAGE,12,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.231098809,-0.306,-0.306,-0.070716235554,1961.717333622126,0.002951,-177.06,0.002951,-177.06,0.004222,178.85,0.004222,178.85000000000002,0.6971777664892989,0.04985201953310359,0.6989578398863098,4.089999999999975
2026-05-29T11:54:40,MANUAL_SMU_VOLTAGE,13,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.231119893,-0.297,-0.297,-0.06864260822099999,3376.1698432507756,0.002977,-176.08,0.002977,-176.08,0.004235,176.83,0.004235,176.83000000000004,0.6975764711933683,0.08676410633830606,0.7029515938606847,7.089999999999918
2026-05-29T11:54:44,MANUAL_SMU_VOLTAGE,14,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.231116587,-0.299,-0.299,-0.06910385951300001,5810.481772840162,0.003045,-175.07,0.003045,-175.07,0.004249,173.22,0.004249,173.22000000000003,0.7017240859171988,0.1454478031573823,0.7166392092257001,11.70999999999998
2026-05-29T11:54:48,MANUAL_SMU_VOLTAGE,15,1,0,False,12.5,0.227794417,-0.301,-0.068566119517,,,,,0.231187984,-0.301,-0.301,-0.069587583184,10000.0,0.003157,-173.83,0.003157,-173.83,0.004209,166.57,0.004209,166.57,0.7065990445353992,0.2516086019723346,0.7500593965312425,19.600000000000023
